#{"t_start": 1774554981.1472578, "env_id": "None"}
r,l,t,is_success,done_reason,reached_grasped,reached_on_belt,grasped_ratio,on_belt_ratio
3.1703823,288,397.273836,True,success_on_belt_end,True,True,0.3194444444444444,0.4930555555555556
4.396843,390,397.327079,True,success_on_belt_end,True,True,0.35384615384615387,0.45897435897435895
0.7507282,317,397.337809,True,success_on_belt_end,True,True,0.4069400630914827,0.38170347003154576
2.6110995,336,397.839889,True,success_on_belt_end,True,True,0.4494047619047619,0.4107142857142857
-5.4345846,352,397.965653,True,success_on_belt_end,True,True,0.36363636363636365,0.4034090909090909
-143.18607,500,397.965737,False,max_steps,False,False,0.0,0.0
-2.4056647,362,397.988727,True,success_on_belt_end,True,True,0.32044198895027626,0.47513812154696133
-2.192474,333,398.037239,True,success_on_belt_end,True,True,0.43543543543543545,0.35735735735735735
-131.82436,500,398.090381,False,max_steps,False,False,0.0,0.0
-147.66124,500,398.169458,False,max_steps,False,False,0.0,0.0
-139.20216,500,398.524915,False,max_steps,False,False,0.0,0.0
-131.40317,500,398.544395,False,max_steps,False,False,0.0,0.0
-125.66102,500,398.621843,False,max_steps,False,False,0.0,0.0
-0.1030453,312,398.937458,True,success_on_belt_end,True,True,0.375,0.4326923076923077
-0.8230465,385,399.19232,True,success_on_belt_end,True,True,0.36623376623376624,0.45714285714285713
1.9145231,351,399.261124,True,success_on_belt_end,True,True,0.3817663817663818,0.42165242165242167
-108.21913,500,399.261229,False,max_steps,False,False,0.0,0.0
-123.98028,500,399.42318,False,max_steps,False,False,0.0,0.0
-152.77597,500,399.437357,False,max_steps,False,False,0.0,0.0
2.3368053,337,399.493383,True,success_on_belt_end,True,True,0.4540059347181009,0.37388724035608306
-143.51683,500,399.530076,False,max_steps,False,False,0.0,0.0
-123.477936,500,399.941886,False,max_steps,False,False,0.0,0.0
-121.38882,500,399.96241,False,max_steps,False,False,0.0,0.0
-116.017525,500,400.26033,False,max_steps,False,False,0.0,0.0
4.8423185,287,400.300767,True,success_on_belt_end,True,True,0.29965156794425085,0.5435540069686411
1.6696359,341,400.32602,True,success_on_belt_end,True,True,0.3284457478005865,0.49560117302052786
1.5943671,382,400.392951,True,success_on_belt_end,True,True,0.3586387434554974,0.49214659685863876
-128.47871,500,400.451838,False,max_steps,False,False,0.0,0.0
-109.404884,500,400.516158,False,max_steps,False,False,0.0,0.0
-9.497916,500,400.51624,False,max_steps,True,True,0.224,0.028
0.80724406,335,400.638136,True,success_on_belt_end,True,True,0.3641791044776119,0.44477611940298506
-109.77034,500,400.722537,False,max_steps,False,False,0.0,0.0
2.391856,386,400.767288,True,success_on_belt_end,True,True,0.38341968911917096,0.43523316062176165
0.50551146,312,401.198523,True,success_on_belt_end,True,True,0.27884615384615385,0.46794871794871795
2.7200994,351,401.252624,True,success_on_belt_end,True,True,0.3504273504273504,0.4358974358974359
-3.2617114,295,401.348525,True,success_on_belt_end,True,True,0.3525423728813559,0.4406779661016949
-133.89876,500,401.535074,False,max_steps,False,False,0.0,0.0
-3.3862133,331,401.557564,True,success_on_belt_end,True,True,0.4561933534743202,0.3716012084592145
-0.67241853,324,401.652068,True,success_on_belt_end,True,True,0.4228395061728395,0.4012345679012346
-120.56629,500,401.670298,False,max_steps,False,False,0.0,0.0
-133.78737,500,401.722046,False,max_steps,False,False,0.0,0.0
-121.50989,500,401.788356,False,max_steps,False,False,0.0,0.0
-169.3691,500,401.990375,False,max_steps,False,False,0.0,0.0
-0.94643015,376,401.999522,True,success_on_belt_end,True,True,0.3324468085106383,0.4946808510638298
2.479019,324,402.04225,True,success_on_belt_end,True,True,0.37962962962962965,0.4537037037037037
-137.29115,500,402.507534,False,max_steps,False,False,0.0,0.0
-145.03207,500,402.788867,False,max_steps,False,False,0.0,0.0
-126.14921,500,402.812866,False,max_steps,False,False,0.0,0.0
-3.335979,392,402.824103,True,success_on_belt_end,True,True,0.3137755102040816,0.5076530612244898
-124.04131,500,402.93219,False,max_steps,False,False,0.0,0.0
-135.87044,500,402.951501,False,max_steps,False,False,0.0,0.0
1.1154188,369,402.989768,True,success_on_belt_end,True,True,0.33875338753387535,0.4878048780487805
-119.173805,500,403.003599,False,max_steps,False,False,0.0,0.0
-151.87137,500,403.273369,False,max_steps,False,False,0.0,0.0
-136.2966,500,403.317457,False,max_steps,False,False,0.0,0.0
-1.2698154,408,403.406467,True,success_on_belt_end,True,True,0.35294117647058826,0.47058823529411764
3.4285636,316,403.854392,True,success_on_belt_end,True,True,0.3924050632911392,0.43354430379746833
-0.16193993,335,403.916882,True,success_on_belt_end,True,True,0.3373134328358209,0.5044776119402985
0.40008226,370,403.919482,True,success_on_belt_end,True,True,0.3783783783783784,0.43783783783783786
-148.17068,500,404.064055,False,max_steps,False,False,0.0,0.0
-141.94449,500,404.083634,False,max_steps,False,False,0.0,0.0
-125.79718,500,404.09406,False,max_steps,False,False,0.0,0.0
-2.6596088,315,404.180369,True,success_on_belt_end,True,True,0.35873015873015873,0.46984126984126984
-131.55852,500,404.208419,False,max_steps,False,False,0.0,0.0
-114.77775,500,404.519603,False,max_steps,False,False,0.0,0.0
-1.0839347,321,404.579186,True,success_on_belt_end,True,True,0.3302180685358255,0.48909657320872274
1.9022428,347,404.629056,True,success_on_belt_end,True,True,0.2881844380403458,0.5273775216138329
-129.58519,500,404.636774,False,max_steps,False,False,0.0,0.0
-0.031209309,383,404.649348,True,success_on_belt_end,True,True,0.3733681462140992,0.4699738903394256
-0.75219035,329,404.739254,True,success_on_belt_end,True,True,0.425531914893617,0.3495440729483283
-2.513095,319,404.739338,True,success_on_belt_end,True,True,0.41379310344827586,0.39184952978056425
2.3106036,338,404.792776,True,success_on_belt_end,True,True,0.40236686390532544,0.39349112426035504
-137.92778,500,405.412709,False,max_steps,False,False,0.0,0.0
0.33486143,311,405.425579,True,success_on_belt_end,True,True,0.3858520900321543,0.40514469453376206
-152.02621,500,405.440679,False,max_steps,False,False,0.0,0.0
0.5011633,291,405.594452,True,success_on_belt_end,True,True,0.36769759450171824,0.43986254295532645
-2.4828892,340,405.644999,True,success_on_belt_end,True,True,0.3088235294117647,0.45294117647058824
-147.14043,500,405.765001,False,max_steps,False,False,0.0,0.0
-141.45877,500,405.881965,False,max_steps,False,False,0.0,0.0
-133.33827,500,405.890575,False,max_steps,False,False,0.0,0.0
-138.83612,500,405.904392,False,max_steps,False,False,0.0,0.0
-145.34848,500,405.991079,False,max_steps,False,False,0.0,0.0
2.4762416,311,406.077964,True,success_on_belt_end,True,True,0.3890675241157556,0.4437299035369775
-0.24246527,325,406.540114,True,success_on_belt_end,True,True,0.36,0.4492307692307692
1.4797,379,406.607888,True,success_on_belt_end,True,True,0.2928759894459103,0.5171503957783641
-12.474381,500,406.708874,False,max_steps,True,True,0.282,0.018
-129.55255,500,406.726083,False,max_steps,False,False,0.0,0.0
-1.1349568,300,406.751396,True,success_on_belt_end,True,True,0.3433333333333333,0.46
-3.5828104,328,407.048111,True,success_on_belt_end,True,True,0.3079268292682927,0.4420731707317073
-127.99332,500,407.111972,False,max_steps,False,False,0.0,0.0
-115.44907,500,407.253224,False,max_steps,False,False,0.0,0.0
-119.66397,500,407.283844,False,max_steps,False,False,0.0,0.0
-159.06679,500,407.382358,False,max_steps,False,False,0.0,0.0
-111.23998,500,407.920604,False,max_steps,False,False,0.0,0.0
-110.02158,500,407.983682,False,max_steps,False,False,0.0,0.0
1.48443,327,407.983765,True,success_on_belt_end,True,True,0.3425076452599388,0.46788990825688076
-114.9538,500,408.070926,False,max_steps,False,False,0.0,0.0
-12.856599,500,408.085273,False,max_steps,True,True,0.278,0.058
-136.85513,500,408.10811,False,max_steps,False,False,0.0,0.0
4.4152474,317,408.136956,True,success_on_belt_end,True,True,0.3249211356466877,0.47003154574132494
2.264773,309,408.23397,True,success_on_belt_end,True,True,0.3656957928802589,0.42718446601941745
-152.07634,500,408.418343,False,max_steps,False,False,0.0,0.0
-155.497,500,408.566144,False,max_steps,False,False,0.0,0.0
1.929679,299,408.577608,True,success_on_belt_end,True,True,0.21739130434782608,0.5551839464882943
-4.0681815,383,408.826942,True,success_on_belt_end,True,True,0.3577023498694517,0.4621409921671018
0.5493614,364,409.046983,True,success_on_belt_end,True,True,0.2664835164835165,0.5302197802197802
-0.14860505,360,409.114999,True,success_on_belt_end,True,True,0.46111111111111114,0.38333333333333336
-3.0031142,298,409.266175,True,success_on_belt_end,True,True,0.33557046979865773,0.43288590604026844
-112.612724,500,409.270133,False,max_steps,False,False,0.0,0.0
-118.04005,500,409.350849,False,max_steps,False,False,0.0,0.0
-113.33446,500,409.388386,False,max_steps,False,False,0.0,0.0
-135.3647,500,409.513201,False,max_steps,False,False,0.0,0.0
-0.6473018,373,409.812403,True,success_on_belt_end,True,True,0.5093833780160858,0.3512064343163539
1.0507523,332,409.827016,True,success_on_belt_end,True,True,0.27710843373493976,0.5331325301204819
-146.81401,500,409.829192,False,max_steps,False,False,0.0,0.0
-13.3459835,500,409.840655,False,max_steps,True,True,0.374,0.052
4.49114,293,409.973153,True,success_on_belt_end,True,True,0.32764505119453924,0.49146757679180886
3.484069,347,410.000985,True,success_on_belt_end,True,True,0.2910662824207493,0.521613832853026
5.741594,319,410.06345,True,success_on_belt_end,True,True,0.26332288401253917,0.5517241379310345
-171.92735,500,410.314857,False,max_steps,False,False,0.0,0.0
2.4986777,345,410.417342,True,success_on_belt_end,True,True,0.4927536231884058,0.35942028985507246
-125.659645,500,410.499948,False,max_steps,False,False,0.0,0.0
-3.2607765,309,410.647819,True,success_on_belt_end,True,True,0.37216828478964403,0.45307443365695793
-0.2356445,273,410.892141,True,success_on_belt_end,True,True,0.2271062271062271,0.5934065934065934
3.1830678,338,410.893964,True,success_on_belt_end,True,True,0.26331360946745563,0.5414201183431953
-5.180705,440,410.941272,True,success_on_belt_end,True,True,0.3477272727272727,0.45227272727272727
-0.26451907,349,410.973523,True,success_on_belt_end,True,True,0.3209169054441261,0.4813753581661891
-162.3098,500,411.03233,False,max_steps,False,False,0.0,0.0
-119.576836,500,411.048358,False,max_steps,False,False,0.0,0.0
-152.9557,500,411.214613,False,max_steps,False,False,0.0,0.0
-150.18143,500,411.682885,False,max_steps,False,False,0.0,0.0
-108.041214,500,411.75745,False,max_steps,False,False,0.0,0.0
3.8724573,306,411.832953,True,success_on_belt_end,True,True,0.3202614379084967,0.5130718954248366
-125.50985,500,411.918143,False,max_steps,False,False,0.0,0.0
-0.5085987,328,411.959982,True,success_on_belt_end,True,True,0.3597560975609756,0.4695121951219512
-4.3228564,408,412.013689,True,success_on_belt_end,True,True,0.35294117647058826,0.44362745098039214
-145.98882,500,412.150002,False,max_steps,False,False,0.0,0.0
-133.5819,500,412.152062,False,max_steps,False,False,0.0,0.0
-102.52876,500,412.302681,False,max_steps,False,False,0.0,0.0
0.5130741,339,412.394206,True,success_on_belt_end,True,True,0.39233038348082594,0.45132743362831856
-91.64788,500,412.463319,False,max_steps,False,False,0.0,0.0
4.139879,281,424.573392,True,success_on_belt_end,True,True,0.26334519572953735,0.5587188612099644
-135.8971,500,424.675092,False,max_steps,False,False,0.0,0.0
-4.744166,344,424.787518,True,success_on_belt_end,True,True,0.4331395348837209,0.3313953488372093
-114.92972,500,424.799325,False,max_steps,False,False,0.0,0.0
-157.42418,500,424.953732,False,max_steps,False,False,0.0,0.0
-151.02731,500,425.034269,False,max_steps,False,False,0.0,0.0
-123.175575,500,425.136426,False,max_steps,False,False,0.0,0.0
0.65261286,308,425.201933,True,success_on_belt_end,True,True,0.36038961038961037,0.42857142857142855
-122.81576,500,425.570397,False,max_steps,False,False,0.0,0.0
-128.79585,500,425.676982,False,max_steps,False,False,0.0,0.0
3.160149,319,425.718084,True,success_on_belt_end,True,True,0.4702194357366771,0.36363636363636365
1.3465401,335,425.81494,True,success_on_belt_end,True,True,0.41194029850746267,0.3970149253731343
2.489127,354,426.184508,True,success_on_belt_end,True,True,0.3926553672316384,0.4293785310734463
-127.63164,500,426.230297,False,max_steps,False,False,0.0,0.0
-96.49777,500,426.393988,False,max_steps,False,False,0.0,0.0
-110.896996,500,426.490093,False,max_steps,False,False,0.0,0.0
1.5413672,325,426.512154,True,success_on_belt_end,True,True,0.2123076923076923,0.6092307692307692
-92.29641,500,426.611232,False,max_steps,False,False,0.0,0.0
-122.25686,500,426.664187,False,max_steps,False,False,0.0,0.0
-116.65843,500,427.025782,False,max_steps,False,False,0.0,0.0
-1.3803155,343,427.046406,True,success_on_belt_end,True,True,0.40233236151603496,0.40816326530612246
-103.73876,500,427.06301,False,max_steps,False,False,0.0,0.0
0.8714077,316,427.127354,True,success_on_belt_end,True,True,0.2911392405063291,0.5031645569620253
-119.425285,500,427.156894,False,max_steps,False,False,0.0,0.0
2.1576095,373,427.323636,True,success_on_belt_end,True,True,0.3163538873994638,0.4959785522788204
2.1589754,364,427.32372,True,success_on_belt_end,True,True,0.3901098901098901,0.4368131868131868
-119.94115,500,427.325923,False,max_steps,False,False,0.0,0.0
-7.072794,377,427.589168,True,success_on_belt_end,True,True,0.4880636604774536,0.3687002652519894
-1.559884,270,427.765359,True,success_on_belt_end,True,True,0.23333333333333334,0.5592592592592592
-143.238,500,427.926824,False,max_steps,False,False,0.0,0.0
5.9344535,333,427.94747,True,success_on_belt_end,True,True,0.3183183183183183,0.46846846846846846
0.38058212,362,427.972547,True,success_on_belt_end,True,True,0.43646408839779005,0.40331491712707185
2.907275,348,428.051264,True,success_on_belt_end,True,True,0.3160919540229885,0.4942528735632184
-133.09787,500,428.444674,False,max_steps,False,False,0.0,0.0
0.38604656,311,428.505233,True,success_on_belt_end,True,True,0.3633440514469453,0.4405144694533762
-120.276375,500,428.627874,False,max_steps,False,False,0.0,0.0
-137.63138,500,428.627934,False,max_steps,False,False,0.0,0.0
-9.297601,500,428.630521,False,max_steps,True,True,0.262,0.134
2.0185173,312,428.645572,True,success_on_belt_end,True,True,0.33974358974358976,0.44551282051282054
-121.24356,500,428.900385,False,max_steps,False,False,0.0,0.0
-1.6407158,341,428.985756,True,success_on_belt_end,True,True,0.4252199413489736,0.4046920821114369
-121.92933,500,429.215274,False,max_steps,False,False,0.0,0.0
-115.12588,500,429.237705,False,max_steps,False,False,0.0,0.0
-0.9424904,308,429.456495,True,success_on_belt_end,True,True,0.3538961038961039,0.4967532467532468
3.925069,329,429.486275,True,success_on_belt_end,True,True,0.3708206686930091,0.44376899696048633
3.8423197,337,429.504385,True,success_on_belt_end,True,True,0.36795252225519287,0.45103857566765576
2.1733181,340,429.508886,True,success_on_belt_end,True,True,0.40588235294117647,0.45294117647058824
-156.84137,500,429.694667,False,max_steps,False,False,0.0,0.0
-132.56706,500,429.751466,False,max_steps,False,False,0.0,0.0
-138.62326,500,430.172974,False,max_steps,False,False,0.0,0.0
2.0419734,344,430.197185,True,success_on_belt_end,True,True,0.35174418604651164,0.436046511627907
-136.53514,500,430.267234,False,max_steps,False,False,0.0,0.0
2.5381348,277,430.509456,True,success_on_belt_end,True,True,0.23826714801444043,0.5740072202166066
-128.24275,500,430.529934,False,max_steps,False,False,0.0,0.0
-3.2187307,336,430.712938,True,success_on_belt_end,True,True,0.4642857142857143,0.39285714285714285
-119.194565,500,430.796412,False,max_steps,False,False,0.0,0.0
-120.13686,500,430.826336,False,max_steps,False,False,0.0,0.0
-107.66903,500,430.846088,False,max_steps,False,False,0.0,0.0
-105.28371,500,430.852366,False,max_steps,False,False,0.0,0.0
-0.18448184,323,430.946968,True,success_on_belt_end,True,True,0.4148606811145511,0.3746130030959752
-0.10355635,332,431.031733,True,success_on_belt_end,True,True,0.39759036144578314,0.4307228915662651
-13.05677,500,431.514215,False,max_steps,True,True,0.202,0.02
3.5628996,310,431.809775,True,success_on_belt_end,True,True,0.3419354838709677,0.45161290322580644
-125.10813,500,431.815241,False,max_steps,False,False,0.0,0.0
-136.74156,500,431.832193,False,max_steps,False,False,0.0,0.0
-165.00243,500,431.986547,False,max_steps,False,False,0.0,0.0
-109.93086,500,432.068129,False,max_steps,False,False,0.0,0.0
-156.27835,500,432.095891,False,max_steps,False,False,0.0,0.0
-107.67108,500,432.114553,False,max_steps,False,False,0.0,0.0
-133.71576,500,432.119439,False,max_steps,False,False,0.0,0.0
-0.82736766,335,432.218341,True,success_on_belt_end,True,True,0.30149253731343284,0.5014925373134328
-126.375626,500,432.302673,False,max_steps,False,False,0.0,0.0
-0.7715377,309,432.480883,True,success_on_belt_end,True,True,0.34951456310679613,0.42394822006472493
4.7448363,289,432.865351,True,success_on_belt_end,True,True,0.28027681660899656,0.5363321799307958
-3.4295332,314,432.959561,True,success_on_belt_end,True,True,0.35668789808917195,0.4585987261146497
2.632838,271,432.967329,True,success_on_belt_end,True,True,0.2656826568265683,0.5424354243542435
-127.92171,500,433.054585,False,max_steps,False,False,0.0,0.0
-13.355595,500,433.07505,False,max_steps,True,True,0.34,0.05
-0.5714362,350,433.220144,True,success_on_belt_end,True,True,0.44571428571428573,0.41714285714285715
-132.15915,500,433.233181,False,max_steps,False,False,0.0,0.0
4.3754954,321,433.318921,True,success_on_belt_end,True,True,0.38006230529595014,0.43302180685358255
-137.21799,500,433.331416,False,max_steps,False,False,0.0,0.0
-145.15495,500,433.352824,False,max_steps,False,False,0.0,0.0
-2.2881587,280,433.546264,True,success_on_belt_end,True,True,0.2571428571428571,0.5178571428571429
4.2282777,329,433.550479,True,success_on_belt_end,True,True,0.3434650455927052,0.48328267477203646
3.1689277,299,433.592779,True,success_on_belt_end,True,True,0.3745819397993311,0.46488294314381273
-0.89528453,294,433.668096,True,success_on_belt_end,True,True,0.2789115646258503,0.5340136054421769
0.25811797,318,434.232292,True,success_on_belt_end,True,True,0.36163522012578614,0.4339622641509434
2.696793,339,434.269248,True,success_on_belt_end,True,True,0.30973451327433627,0.5162241887905604
-8.973244,500,434.36422,False,max_steps,True,True,0.198,0.128
3.4327378,295,434.410508,True,success_on_belt_end,True,True,0.2677966101694915,0.488135593220339
3.010647,281,434.43324,True,success_on_belt_end,True,True,0.3309608540925267,0.5266903914590747
-149.32742,500,434.510701,False,max_steps,False,False,0.0,0.0
-150.84012,500,434.524623,False,max_steps,False,False,0.0,0.0
-144.30534,500,434.649411,False,max_steps,False,False,0.0,0.0
-120.192345,500,434.889813,False,max_steps,True,False,0.22,0.0
3.306405,314,434.950649,True,success_on_belt_end,True,True,0.22929936305732485,0.554140127388535
-127.90275,500,435.005465,False,max_steps,False,False,0.0,0.0
-0.56917477,334,435.015992,True,success_on_belt_end,True,True,0.4491017964071856,0.3772455089820359
3.0246353,316,435.135705,True,success_on_belt_end,True,True,0.3639240506329114,0.4588607594936709
2.8846235,293,435.180683,True,success_on_belt_end,True,True,0.29692832764505117,0.47440273037542663
4.091762,311,435.378165,True,success_on_belt_end,True,True,0.31189710610932475,0.5144694533762058
-0.82396555,292,435.497535,True,success_on_belt_end,True,True,0.3767123287671233,0.4280821917808219
-24.254662,412,435.512024,True,success_on_belt_end,True,True,0.1262135922330097,0.3446601941747573
-124.39044,500,435.6505,False,max_steps,False,False,0.0,0.0
2.0639143,335,435.799618,True,success_on_belt_end,True,True,0.34328358208955223,0.4716417910447761
3.1928663,280,436.003774,True,success_on_belt_end,True,True,0.325,0.5142857142857142
-14.354078,500,436.216681,False,max_steps,True,True,0.258,0.026
1.0458629,335,436.228755,True,success_on_belt_end,True,True,0.37910447761194027,0.42388059701492536
-135.0765,500,436.276553,False,max_steps,False,False,0.0,0.0
-128.02757,500,436.288558,False,max_steps,False,False,0.0,0.0
-89.74892,500,436.402583,False,max_steps,False,False,0.0,0.0
-134.63463,500,436.444468,False,max_steps,False,False,0.0,0.0
-11.202781,500,436.73624,False,max_steps,True,True,0.25,0.004
4.311757,275,436.738921,True,success_on_belt_end,True,True,0.31272727272727274,0.5272727272727272
-134.73164,500,436.870885,False,max_steps,False,False,0.0,0.0
-119.67406,500,437.008149,False,max_steps,False,False,0.0,0.0
3.7795277,293,437.049237,True,success_on_belt_end,True,True,0.34812286689419797,0.45051194539249145
2.1126142,340,437.342884,True,success_on_belt_end,True,True,0.3735294117647059,0.4441176470588235
-120.4399,500,437.439904,False,max_steps,False,False,0.0,0.0
-102.34996,500,437.452806,False,max_steps,False,False,0.0,0.0
-156.99382,500,437.500408,False,max_steps,False,False,0.0,0.0
-13.706876,500,437.628955,False,max_steps,True,True,0.25,0.016
-116.707695,500,438.004792,False,max_steps,False,False,0.0,0.0
-157.34589,500,438.006708,False,max_steps,False,False,0.0,0.0
-133.6887,500,438.13853,False,max_steps,False,False,0.0,0.0
-104.092384,500,438.279037,False,max_steps,False,False,0.0,0.0
-132.90572,500,438.32156,False,max_steps,False,False,0.0,0.0
-0.681305,337,438.355053,True,success_on_belt_end,True,True,0.3857566765578635,0.4124629080118694
1.7594792,342,438.558491,True,success_on_belt_end,True,True,0.2807017543859649,0.543859649122807
-133.01967,500,438.608259,False,max_steps,False,False,0.0,0.0
-132.57219,500,438.71398,False,max_steps,False,False,0.0,0.0
-146.87563,500,438.775114,False,max_steps,False,False,0.0,0.0
-5.1912766,340,438.908944,True,success_on_belt_end,True,True,0.4470588235294118,0.3911764705882353
3.6726575,312,439.049383,True,success_on_belt_end,True,True,0.25961538461538464,0.5512820512820513
-103.80848,500,439.311648,False,max_steps,False,False,0.0,0.0
-148.4543,500,439.314466,False,max_steps,False,False,0.0,0.0
-3.1173997,372,439.407031,True,success_on_belt_end,True,True,0.30376344086021506,0.4838709677419355
1.8691126,301,439.49838,True,success_on_belt_end,True,True,0.32558139534883723,0.49169435215946844
1.0537914,360,439.599496,True,success_on_belt_end,True,True,0.33611111111111114,0.48333333333333334
-127.52721,500,439.638842,False,max_steps,False,False,0.0,0.0
1.6525519,317,439.752798,True,success_on_belt_end,True,True,0.39747634069400634,0.41324921135646686
3.900755,319,439.906611,True,success_on_belt_end,True,True,0.44200626959247646,0.3949843260188088
2.076993,288,439.95581,True,success_on_belt_end,True,True,0.3402777777777778,0.4618055555555556
-138.41162,500,440.147063,False,max_steps,False,False,0.0,0.0
3.1593256,277,440.322151,True,success_on_belt_end,True,True,0.2851985559566787,0.5342960288808665
0.47408977,371,440.36898,True,success_on_belt_end,True,True,0.5094339622641509,0.3557951482479784
-90.368805,500,440.743132,False,max_steps,False,False,0.0,0.0
-162.0893,500,440.745949,False,max_steps,False,False,0.0,0.0
-135.02507,500,440.938065,False,max_steps,False,False,0.0,0.0
-106.71231,500,441.102122,False,max_steps,False,False,0.0,0.0
-87.22763,500,441.191089,False,max_steps,False,False,0.0,0.0
-120.08636,500,441.313512,False,max_steps,False,False,0.0,0.0
-133.80652,500,441.369108,False,max_steps,False,False,0.0,0.0
-137.5215,500,441.546754,False,max_steps,False,False,0.0,0.0
-144.98436,500,441.69694,False,max_steps,False,False,0.0,0.0
-120.63938,500,441.736197,False,max_steps,False,False,0.0,0.0
-0.26246727,329,441.928948,True,success_on_belt_end,True,True,0.48328267477203646,0.3556231003039514
-115.289734,500,441.936237,False,max_steps,False,False,0.0,0.0
-143.13744,500,441.938701,False,max_steps,False,False,0.0,0.0
2.2398858,286,442.171305,True,success_on_belt_end,True,True,0.3111888111888112,0.4825174825174825
-0.6511386,298,442.257325,True,success_on_belt_end,True,True,0.4395973154362416,0.37919463087248323
-112.016106,500,442.317597,False,max_steps,False,False,0.0,0.0
-138.96721,500,442.451866,False,max_steps,False,False,0.0,0.0
3.708916,311,442.457723,True,success_on_belt_end,True,True,0.4405144694533762,0.3858520900321543
1.2835366,355,443.005421,True,success_on_belt_end,True,True,0.29577464788732394,0.5154929577464789
-2.518505,367,443.008619,True,success_on_belt_end,True,True,0.329700272479564,0.49318801089918257
-146.82397,500,443.068653,False,max_steps,False,False,0.0,0.0
-15.560121,500,443.108441,False,max_steps,True,True,0.146,0.018
-98.073685,500,443.323733,False,max_steps,False,False,0.0,0.0
-125.616425,500,443.332227,False,max_steps,False,False,0.0,0.0
-116.516495,500,443.596413,False,max_steps,False,False,0.0,0.0
-134.57317,500,443.664374,False,max_steps,False,False,0.0,0.0
-114.181725,500,443.800022,False,max_steps,False,False,0.0,0.0
-111.355965,500,443.808868,False,max_steps,False,False,0.0,0.0
2.2252564,350,444.027656,True,success_on_belt_end,True,True,0.35428571428571426,0.45714285714285713
3.013261,314,444.256592,True,success_on_belt_end,True,True,0.2770700636942675,0.5286624203821656
-127.73043,500,444.392305,False,max_steps,False,False,0.0,0.0
-127.917534,500,444.451572,False,max_steps,False,False,0.0,0.0
-171.18834,500,444.49213,False,max_steps,False,False,0.0,0.0
-0.16018724,311,444.567788,True,success_on_belt_end,True,True,0.36012861736334406,0.43086816720257237
2.7899585,310,444.571935,True,success_on_belt_end,True,True,0.31290322580645163,0.43548387096774194
-125.77259,500,444.713526,False,max_steps,False,False,0.0,0.0
-99.74713,500,445.035655,False,max_steps,False,False,0.0,0.0
-95.57169,500,445.099543,False,max_steps,False,False,0.0,0.0
-0.07304659,323,445.247875,True,success_on_belt_end,True,True,0.44891640866873067,0.4117647058823529
-114.10754,500,445.445478,False,max_steps,False,False,0.0,0.0
-0.115225635,336,445.57848,True,success_on_belt_end,True,True,0.38095238095238093,0.4017857142857143
-2.98257,280,445.686691,True,success_on_belt_end,True,True,0.2785714285714286,0.5214285714285715
-156.13322,500,445.773462,False,max_steps,False,False,0.0,0.0
-124.99471,500,445.835338,False,max_steps,False,False,0.0,0.0
-140.34027,500,445.867223,False,max_steps,False,False,0.0,0.0
-128.71094,500,445.933365,False,max_steps,False,False,0.0,0.0
0.79686123,332,445.988956,True,success_on_belt_end,True,True,0.42771084337349397,0.3885542168674699
-10.454493,500,446.07378,False,max_steps,True,True,0.214,0.014
-124.19635,500,446.410495,False,max_steps,False,False,0.0,0.0
3.59613,308,446.435821,True,success_on_belt_end,True,True,0.37662337662337664,0.4642857142857143
-1.773438,358,446.647186,True,success_on_belt_end,True,True,0.3687150837988827,0.4692737430167598
2.7198164,290,446.668664,True,success_on_belt_end,True,True,0.32413793103448274,0.4862068965517241
-116.17273,500,446.701422,False,max_steps,False,False,0.0,0.0
5.0596404,288,446.729252,True,success_on_belt_end,True,True,0.3854166666666667,0.4479166666666667
-140.2554,500,447.041922,False,max_steps,False,False,0.0,0.0
-121.22649,500,447.097189,False,max_steps,False,False,0.0,0.0
-113.92148,500,447.252476,False,max_steps,False,False,0.0,0.0
-0.22065179,305,447.316688,True,success_on_belt_end,True,True,0.28852459016393445,0.4852459016393443
-8.962846,500,447.33803,False,max_steps,True,True,0.23,0.016
0.20965925,291,445.96707,True,success_on_belt_end,True,True,0.32646048109965636,0.49140893470790376
-3.9274247,332,446.026152,True,success_on_belt_end,True,True,0.3192771084337349,0.46987951807228917
-107.15297,500,446.239362,False,max_steps,False,False,0.0,0.0
-156.87701,500,446.265864,False,max_steps,False,False,0.0,0.0
-3.1189208,392,446.272718,True,success_on_belt_end,True,True,0.4642857142857143,0.3673469387755102
3.455856,321,446.46942,True,success_on_belt_end,True,True,0.3333333333333333,0.4766355140186916
-4.0879283,308,446.730754,True,success_on_belt_end,True,True,0.3961038961038961,0.34415584415584416
-0.08101156,354,446.936557,True,success_on_belt_end,True,True,0.3983050847457627,0.4209039548022599
3.6096494,316,446.983847,True,success_on_belt_end,True,True,0.39556962025316456,0.43037974683544306
-130.98982,500,446.985914,False,max_steps,False,False,0.0,0.0
-97.91345,500,447.14946,False,max_steps,False,False,0.0,0.0
-152.23482,500,447.233504,False,max_steps,False,False,0.0,0.0
-0.1476973,324,447.256938,True,success_on_belt_end,True,True,0.3333333333333333,0.4845679012345679
-113.57235,500,447.332117,False,max_steps,False,False,0.0,0.0
-157.29552,500,447.59204,False,max_steps,False,False,0.0,0.0
-109.1925,500,447.599827,False,max_steps,False,False,0.0,0.0
